InvoiceNumber|Date|Contact|Description|AccountCode|Quantity|UnitAmount|LineAmount|Total|Status|Type
INV-2346|/Date(1677628800000+0000)/|Unit E|Electricity Unit E||1.0||||PAID|Sales
INV-2349|/Date(1677628800000+0000)/|Unit A|Electricity Unit A||1.0||||PAID|Sales
INV-2363|/Date(1677628800000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2361|/Date(1677628800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2322|/Date(1675209600000+0000)/|Unit F|Water Unit F|200|1.0|1311.0|1311.0|1311.0|PAID|Sales
INV-2365|/Date(1677628800000+0000)/|Unit D|Rent Unit D|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2360|/Date(1677628800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2347|/Date(1677628800000+0000)/|Unit D|Electricity Unit D|200|1.0|2736.0|2736.0|2736.0|PAID|Sales
INV-2324|/Date(1675209600000+0000)/|Unit D|Water Unit D|200|1.0|966.0|966.0|966.0|PAID|Sales
INV-2312|/Date(1675209600000+0000)/|Unit G|Electricity Unit G|200|1.0|51.0|51.0|51.0|PAID|Sales
INV-2313|/Date(1675209600000+0000)/|Unit G|Water Unit G|200|1.0|69.0|69.0|69.0|PAID|Sales
INV-2316|/Date(1675209600000+0000)/|Unit F|Electricity Unit F|200|1.0|1802.0|1802.0|1802.0|PAID|Sales
INV-2344|/Date(1677628800000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2343|/Date(1677628800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2342|/Date(1677628800000+0000)/|Unit G|Water Unit G|200|1.0|138.0|138.0|138.0|PAID|Sales
INV-2341|/Date(1677628800000+0000)/|Unit G|Electricity Unit G|200|1.0|85.0|85.0|85.0|PAID|Sales
INV-2357|/Date(1677628800000+0000)/|Unit E|Dues Unit E||1.0||||PAID|Sales
INV-2359|/Date(1677628800000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2356|/Date(1677628800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2340|/Date(1677628800000+0000)/|Unit C|Electricity Unit C|200|1.0|8621.0|8621.0|8621.0|PAID|Sales
INV-2353|/Date(1677628800000+0000)/|Unit C|Water Unit C|200|1.0|1863.0|1863.0|1863.0|PAID|Sales
INV-2366|/Date(1677628800000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2358|/Date(1677628800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2354|/Date(1677628800000+0000)/|Unit B|Water Unit B|200|1.0|1311.0|1311.0|1311.0|PAID|Sales
INV-2348|/Date(1677628800000+0000)/|Unit B|Electricity Unit B|200|1.0|4158.0|4158.0|4158.0|PAID|Sales
INV-2394|/Date(1680307200000+0000)/|Unit E|Rent Unit E||1.0||||PAID|Sales
INV-2385|/Date(1680307200000+0000)/|Unit E|Water Unit E||1.0||||PAID|Sales
INV-2388|/Date(1680307200000+0000)/|Unit A|Water Unit A||1.0||||PAID|Sales
INV-2391|/Date(1680307200000+0000)/|Unit A|Dues Unit A||1.0||||PAID|Sales
INV-2380|/Date(1680307200000+0000)/|Unit E|Electricity Unit E||1.0||||PAID|Sales
INV-2372|/Date(1680307200000+0000)/|Unit E|Dues Unit E||1.0||||PAID|Sales
INV-2383|/Date(1680307200000+0000)/|Unit A|Electricity Unit A||1.0||||PAID|Sales
INV-2368|/Date(1680307200000+0000)/|Unit A|Rent Unit A||1.0||||PAID|Sales
INV-2387|/Date(1680307200000+0000)/|Unit B|Water Unit B|200|1.0|1311.0|1311.0|1311.0|PAID|Sales
INV-2382|/Date(1680307200000+0000)/|Unit B|Electricity Unit B|200|1.0|3979.0|3979.0|3979.0|PAID|Sales
INV-2396|/Date(1680480000000+0000)/|materials unit E|RENT 1month advance 2months deposit|200|1.0|60000.0|60000.0|60000.0|PAID|Sales
INV-2350|/Date(1677628800000+0000)/|Unit F|Water Unit F|200|1.0|1656.0|1656.0|1656.0|PAID|Sales
INV-2345|/Date(1677628800000+0000)/|Unit F|Electricity Unit F|200|1.0|2675.0|2675.0|2675.0|PAID|Sales
INV-2393|/Date(1680307200000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2390|/Date(1680307200000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2352|/Date(1677628800000+0000)/|Unit D|Water Unit D|200|1.0|1005.0|1005.0|1005.0|PAID|Sales
INV-2389|/Date(1680307200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2381|/Date(1680307200000+0000)/|Unit D|Electricity Unit D|200|1.0|2626.0|2626.0|2626.0|PAID|Sales
INV-2370|/Date(1680307200000+0000)/|Unit D|Rent Unit D|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2395|/Date(1680307200000+0000)/|Unit G|Electricity Unit G|200|1.0|80.4|80.4|80.4|PAID|Sales
INV-2379|/Date(1680307200000+0000)/|Unit G|Water Unit G|200|1.0|71.84|71.84|71.84|PAID|Sales
INV-2378|/Date(1680307200000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2377|/Date(1680307200000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2371|/Date(1680307200000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2369|/Date(1680307200000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2397|/Date(1681171200000+0000)/|Home|return money fr Judith|200|1.0|20000.0|20000.0|20000.0|PAID|Sales
INV-2392|/Date(1680307200000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2373|/Date(1680307200000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2386|/Date(1680307200000+0000)/|Unit C|Water Unit C|200|1.0|1652.0|1652.0|1652.0|PAID|Sales
INV-2375|/Date(1680307200000+0000)/|Unit C|Electricity Unit C|200|1.0|8602.0|8602.0|8602.0|PAID|Sales
INV-2398|/Date(1682380800000+0000)/|Unit A|Dues Unit A|200|1.0|60000.0|60000.0|60000.0|PAID|Sales
INV-2414|/Date(1682899200000+0000)/|Unit B|Electricity Unit B|200|1.0|5197.0|5197.0|5197.0|PAID|Sales
INV-2400|/Date(1682899200000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2402|/Date(1682899200000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2422|/Date(1682899200000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2426|/Date(1682899200000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2403|/Date(1682899200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2401|/Date(1682899200000+0000)/|Unit D|Rent Unit D|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2423|/Date(1682899200000+0000)/|Unit A|Dues Unit A||1.0||||PAID|Sales
INV-2399|/Date(1682899200000+0000)/|Unit A|Rent Unit A||1.0||||PAID|Sales
INV-2374|/Date(1680307200000+0000)/|Unit D|Water Unit D|200|1.0|921.0|921.0|921.0|PAID|Sales
INV-2413|/Date(1682899200000+0000)/|Unit D|Electricity Unit D|200|1.0|3817.0|3817.0|3817.0|PAID|Sales
INV-2406|/Date(1682899200000+0000)/|Unit C|Electricity Unit C|200|1.0|10073.0|10073.0|10073.0|PAID|Sales
INV-2418|/Date(1682899200000+0000)/|Unit C|Water Unit C|200|1.0|1688.0|1688.0|1688.0|PAID|Sales
INV-2384|/Date(1680307200000+0000)/|Unit F|Water Unit F|200|1.0|1796.0|1796.0|1796.0|PAID|Sales
INV-2410|/Date(1682899200000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2409|/Date(1682899200000+0000)/|Unit G|Water Unit G|200|1.0|153.0|153.0|153.0|PAID|Sales
INV-2408|/Date(1682899200000+0000)/|Unit G|Electricity Unit G|200|1.0|80.37|80.37|80.37|PAID|Sales
INV-2407|/Date(1682899200000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2376|/Date(1680307200000+0000)/|Unit F|Electricity Unit F|200|1.0|2881.0|2881.0|2881.0|PAID|Sales
INV-2424|/Date(1682899200000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2420|/Date(1682899200000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2412|/Date(1682899200000+0000)/|Unit E|Electricity Unit E|200|1.0|5853.0|5853.0|5853.0|PAID|Sales
INV-2404|/Date(1682899200000+0000)/|Unit B|Water Unit B|200|1.0|1381.0|1381.0|1381.0|PAID|Sales
INV-2425|/Date(1682899200000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2405|/Date(1682899200000+0000)/|Unit E|Water Unit E|200|1.0|760.0|760.0|760.0|PAID|Sales
INV-2421|/Date(1682899200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2419|/Date(1682899200000+0000)/|Unit A|Water Unit A|200|1.0|614.0|614.0|614.0|PAID|Sales
INV-2415|/Date(1682899200000+0000)/|Unit A|Electricity Unit A|200|1.0|1255.0|1255.0|1255.0|PAID|Sales
INV-2431|/Date(1685577600000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2435|/Date(1685577600000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2436|/Date(1685577600000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2429|/Date(1685577600000+0000)/|Unit D|Rent Unit D|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2448|/Date(1685577600000+0000)/|Unit D|Electricity Unit D|200|1.0|3573.0|3573.0|3573.0|PAID|Sales
INV-2417|/Date(1682899200000+0000)/|Unit D|Water Unit D|200|1.0|921.0|921.0|921.0|PAID|Sales
INV-2416|/Date(1682899200000+0000)/|Unit F|Water Unit F|200|1.0|1842.0|1842.0|1842.0|PAID|Sales
INV-2411|/Date(1682899200000+0000)/|Unit F|Electricity Unit F|200|1.0|3563.0|3563.0|3563.0|PAID|Sales
INV-2447|/Date(1685577600000+0000)/|Unit C|Electricity Unit C|200|1.0|7253.0|7253.0|7253.0|PAID|Sales
INV-2441|/Date(1685577600000+0000)/|Unit C|Water Unit C|200|1.0|1688.0|1688.0|1688.0|PAID|Sales
INV-2428|/Date(1685577600000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2434|/Date(1685577600000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2454|/Date(1685577600000+0000)/|Unit G|Electricity Unit G|200|1.0|75.0|75.0|75.0|PAID|Sales
INV-2453|/Date(1685577600000+0000)/|Unit G|Water Unit G|200|1.0|153.0|153.0|153.0|PAID|Sales
INV-2452|/Date(1685577600000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2451|/Date(1685577600000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2438|/Date(1685577600000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2432|/Date(1685577600000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2446|/Date(1685577600000+0000)/|Unit B|Electricity Unit B|200|1.0|4180.0|4180.0|4180.0|PAID|Sales
INV-2449|/Date(1685577600000+0000)/|Unit E|Electricity Unit E|200|1.0|5735.0|5735.0|5735.0|PAID|Sales
INV-2443|/Date(1685577600000+0000)/|Unit E|Water Unit E|200|1.0|760.0|760.0|760.0|PAID|Sales
INV-2430|/Date(1685577600000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2437|/Date(1685577600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2439|/Date(1685577600000+0000)/|Unit A|Water Unit A|200|1.0|614.0|614.0|614.0|PAID|Sales
INV-2445|/Date(1685577600000+0000)/|Unit A|Electricity Unit A|200|1.0|3792.0|3792.0|3792.0|PAID|Sales
INV-2440|/Date(1685577600000+0000)/|Unit B|Water Unit B|200|1.0|1381.0|1381.0|1381.0|PAID|Sales
INV-2433|/Date(1685577600000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2427|/Date(1685577600000+0000)/|Unit A|Rent Unit A|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2465|/Date(1688169600000+0000)/|Unit E|Electricity Unit E|200|1.0|6950.0|6950.0|6950.0|DELETED|Sales
INV-2482|/Date(1688169600000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2442|/Date(1685577600000+0000)/|Unit D|Water Unit D|200|1.0|988.0|988.0|988.0|PAID|Sales
INV-2481|/Date(1688169600000+0000)/|Unit C|Rent Unit C|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-2480|/Date(1688169600000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-2476|/Date(1688169600000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2472|/Date(1688169600000+0000)/|Unit B|Water Unit B|200|1.0|1368.0|1368.0|1368.0|PAID|Sales
INV-2467|/Date(1688169600000+0000)/|Unit B|Electricity Unit B|200|1.0|5869.0|5869.0|5869.0|PAID|Sales
INV-2466|/Date(1688169600000+0000)/|Unit D|Electricity Unit D|200|1.0|3895.0|3895.0|3895.0|PAID|Sales
INV-2463|/Date(1688169600000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2462|/Date(1688169600000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2461|/Date(1688169600000+0000)/|Unit G|Water Unit G|200|1.0|152.0|152.0|152.0|PAID|Sales
INV-2460|/Date(1688169600000+0000)/|Unit G|Electricity Unit G|200|1.0|120.0|120.0|120.0|PAID|Sales
INV-2450|/Date(1685577600000+0000)/|Unit F|Electricity Unit F|200|1.0|2531.0|2531.0|2531.0|PAID|Sales
INV-2444|/Date(1685577600000+0000)/|Unit F|Water Unit F|200|1.0|1919.0|1919.0|1919.0|PAID|Sales
INV-2478|/Date(1688169600000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2474|/Date(1688169600000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2469|/Date(1688169600000+0000)/|Unit F|Water Unit F|200|1.0|1900.0|1900.0|1900.0|PAID|Sales
INV-2459|/Date(1688169600000+0000)/|Unit C|Electricity Unit C|200|1.0|10738.0|10738.0|10738.0|PAID|Sales
INV-2471|/Date(1688169600000+0000)/|Unit C|Water Unit C|200|1.0|1748.0|1748.0|1748.0|PAID|Sales
INV-2456|/Date(1688169600000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2455|/Date(1688169600000+0000)/|Unit A|Rent Unit A|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2483|/Date(1688342400000+0000)/|Unit E|Electricity Unit E|200|1.0|5389.0|5389.0|5389.0|PAID|Sales
INV-2479|/Date(1688169600000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2458|/Date(1688169600000+0000)/|Unit E|Water Unit E|200|1.0|648.0|648.0|648.0|PAID|Sales
INV-2477|/Date(1688169600000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2473|/Date(1688169600000+0000)/|Unit A|Water Unit A|200|1.0|504.0|504.0|504.0|PAID|Sales
INV-2468|/Date(1688169600000+0000)/|Unit A|Electricity Unit A|200|1.0|5527.0|5527.0|5527.0|PAID|Sales
INV-2457|/Date(1688169600000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2503|/Date(1690848000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2509|/Date(1690848000000+0000)/|Unit D|Rent Unit D|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2504|/Date(1690848000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2507|/Date(1690848000000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2505|/Date(1690848000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2510|/Date(1690848000000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2487|/Date(1690848000000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2486|/Date(1690848000000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2485|/Date(1690848000000+0000)/|Unit G|Water Unit G|200|1.0|146.5|146.5|146.5|PAID|Sales
INV-2484|/Date(1690848000000+0000)/|Unit G|Electricity Unit G|200|1.0|201.0|201.0|201.0|PAID|Sales
INV-2501|/Date(1690848000000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2464|/Date(1688169600000+0000)/|Unit F|Electricity Unit F|200|1.0|4522.0|4522.0|4522.0|PAID|Sales
INV-2500|/Date(1690848000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2493|/Date(1690848000000+0000)/|Unit A|Electricity Unit A||1.0||||PAID|Sales
INV-2492|/Date(1690848000000+0000)/|Unit B|Electricity Unit B||1.0||||PAID|Sales
INV-2491|/Date(1690848000000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-2490|/Date(1690848000000+0000)/|Unit D|Electricity Unit D||1.0||||PAID|Sales
INV-2489|/Date(1690848000000+0000)/|Unit E|Electricity Unit E||1.0||||PAID|Sales
INV-2488|/Date(1690848000000+0000)/|Unit F|Electricity Unit F||1.0||||PAID|Sales
INV-2497|/Date(1690848000000+0000)/|Unit C|Water Unit C|200|1.0|1758.0|1758.0|1758.0|PAID|Sales
INV-2494|/Date(1690848000000+0000)/|Unit F|Water Unit F|200|1.0|1172.0|1172.0|1172.0|PAID|Sales
INV-2470|/Date(1688169600000+0000)/|Unit D|Water Unit D|200|1.0|805.75|805.75|805.75|PAID|Sales
INV-2499|/Date(1690848000000+0000)/|Unit A|Water Unit A|200|1.0|586.0|586.0|586.0|PAID|Sales
INV-2511|/Date(1690848000000+0000)/|Unit A|Rent Unit A|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2475|/Date(1688169600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2508|/Date(1690848000000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2506|/Date(1690848000000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2498|/Date(1690848000000+0000)/|Unit B|Water Unit B|200|1.0|1098.75|1098.75|1098.75|PAID|Sales
INV-2495|/Date(1690848000000+0000)/|Unit E|Water Unit E|200|1.0|659.25|659.25|659.25|PAID|Sales
INV-2536|/Date(1693526400000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2530|/Date(1693526400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2538|/Date(1693526400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2535|/Date(1693526400000+0000)/|Unit D|Rent Unit D|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2533|/Date(1693526400000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2532|/Date(1693526400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2515|/Date(1693526400000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2514|/Date(1693526400000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2513|/Date(1693526400000+0000)/|Unit G|Water Unit G|200|1.0|146.0|146.0|146.0|PAID|Sales
INV-2512|/Date(1693526400000+0000)/|Unit G|Electricity Unit G|200|1.0|201.0|201.0|201.0|PAID|Sales
INV-2521|/Date(1693526400000+0000)/|Unit A|Electricity Unit A||1.0||||PAID|Sales
INV-2520|/Date(1693526400000+0000)/|Unit B|Electricity Unit B||1.0||||PAID|Sales
INV-2519|/Date(1693526400000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-2518|/Date(1693526400000+0000)/|Unit D|Electricity Unit D||1.0||||PAID|Sales
INV-2517|/Date(1693526400000+0000)/|Unit E|Electricity Unit E||1.0||||PAID|Sales
INV-2516|/Date(1693526400000+0000)/|Unit F|Electricity Unit F||1.0||||PAID|Sales
INV-2496|/Date(1690848000000+0000)/|Unit D|Water Unit D|200|1.0|805.75|805.75|805.75|PAID|Sales
INV-2526|/Date(1693526400000+0000)/|Unit B|Water Unit B|200|1.0|1098.0|1098.0|1098.0|PAID|Sales
INV-2525|/Date(1693526400000+0000)/|Unit C|Water Unit C|200|1.0|1758.0|1758.0|1758.0|PAID|Sales
INV-2531|/Date(1693526400000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2522|/Date(1693526400000+0000)/|Unit F|Water Unit F|200|1.0|1172.0|1172.0|1172.0|PAID|Sales
INV-2528|/Date(1693526400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2502|/Date(1690848000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2534|/Date(1693526400000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2523|/Date(1693526400000+0000)/|Unit E|Water Unit E|200|1.0|659.25|659.25|659.25|PAID|Sales
INV-2529|/Date(1693526400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2539|/Date(1693526400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2537|/Date(1693526400000+0000)/|Unit A|Rent Unit A|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2527|/Date(1693526400000+0000)/|Unit A|Water Unit A|200|1.0|586.0|586.0|586.0|PAID|Sales
INV-2566|/Date(1696118400000+0000)/|Unit B|Electricity Unit B||1.0||||PAID|Sales
INV-2565|/Date(1696118400000+0000)/|Unit D|Electricity Unit D||1.0||||PAID|Sales
INV-2564|/Date(1696118400000+0000)/|Unit E|Electricity Unit E||1.0||||PAID|Sales
INV-2559|/Date(1696118400000+0000)/|Unit A|Electricity Unit A||1.0||||PAID|Sales
INV-2558|/Date(1696118400000+0000)/|Unit F|Electricity Unit F||1.0||||PAID|Sales
INV-2542|/Date(1696118400000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-2524|/Date(1693526400000+0000)/|Unit D|Water Unit D|200|1.0|877.0|877.0|877.0|PAID|Sales
INV-2567|/Date(1696118400000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-2563|/Date(1696118400000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-2560|/Date(1696118400000+0000)/|Unit F|Water Unit F|200|1.0|1389.0|1389.0|1389.0|PAID|Sales
INV-2556|/Date(1696118400000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2555|/Date(1696118400000+0000)/|Unit D|Rent Unit D|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2554|/Date(1696118400000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID|Sales
INV-2551|/Date(1696118400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2550|/Date(1696118400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2549|/Date(1696118400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2553|/Date(1696118400000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2547|/Date(1696118400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2546|/Date(1696118400000+0000)/|Unit B|Water Unit B|200|1.0|1316.0|1316.0|1316.0|PAID|Sales
INV-2545|/Date(1696118400000+0000)/|Unit C|Water Unit C|200|1.0|1901.0|1901.0|1901.0|PAID|Sales
INV-2543|/Date(1696118400000+0000)/|Unit E|Water Unit E|200|1.0|506.0|506.0|506.0|PAID|Sales
INV-2541|/Date(1696118400000+0000)/|Unit G|Water Unit G|200|1.0|146.0|146.0|146.0|PAID|Sales
INV-2540|/Date(1696118400000+0000)/|Unit G|Electricity Unit G|200|1.0|221.0|221.0|221.0|PAID|Sales
INV-2548|/Date(1696118400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2562|/Date(1696118400000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2561|/Date(1696118400000+0000)/|Unit A|Water Unit A|200|1.0|434.0|434.0|434.0|PAID|Sales
INV-2552|/Date(1696118400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-2557|/Date(1696118400000+0000)/|Unit A|Rent Unit A|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-2595|/Date(1698796800000+0000)/|Unit F|Electricity Unit F||1.0||||PAID|Sales
INV-2576|/Date(1698796800000+0000)/|Unit A|Electricity Unit A||1.0||||PAID|Sales
INV-2575|/Date(1698796800000+0000)/|Unit B|Electricity Unit B||1.0||||PAID|Sales
INV-2574|/Date(1698796800000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-2573|/Date(1698796800000+0000)/|Unit D|Electricity Unit D||1.0||||PAID|Sales
