Type|InvoiceNumber|Date|Contact|Description|AccountCode|Quantity|UnitAmount|LineAmount|InvoiceTotal|Status
Sale|INV-2718|/Date(1711929600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2759|/Date(1714521600000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2737|/Date(1714521600000+0000)/|Unit E|Water Unit E|200|1.0|492.0|492.0|492.0|PAID
Sale|INV-2748|/Date(1714521600000+0000)/|Unit F|Water Unit F|200|1.0|2542.0|2542.0|2542.0|PAID
Sale|INV-2741|/Date(1714521600000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-2742|/Date(1714521600000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-2740|/Date(1714521600000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-2739|/Date(1714521600000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-2736|/Date(1714521600000+0000)/|Unit B|Water Unit B||1.0||||PAID
Sale|INV-2791|/Date(1717200000000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-2789|/Date(1717200000000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-2780|/Date(1717200000000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-2776|/Date(1717200000000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-2775|/Date(1717200000000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
Sale|INV-2774|/Date(1717200000000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-2773|/Date(1717200000000+0000)/|Unit D|Electricity Unit D||1.0||||PAID
Sale|INV-2771|/Date(1717200000000+0000)/|Unit F|Electricity Unit F||1.0||||PAID
Sale|INV-2772|/Date(1717200000000+0000)/|Unit E|Electricity Unit E||1.0||||PAID
Sale|INV-2770|/Date(1717200000000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-2769|/Date(1717200000000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-2768|/Date(1717200000000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-2767|/Date(1717200000000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-2788|/Date(1717200000000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2784|/Date(1717200000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2783|/Date(1717200000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2786|/Date(1717200000000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID
Sale|INV-2753|/Date(1714521600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2790|/Date(1717200000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2792|/Date(1717200000000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2787|/Date(1717200000000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2785|/Date(1717200000000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2750|/Date(1714521600000+0000)/|Unit C|Water Unit C|200|1.0|2378.0|2378.0|2378.0|PAID
Sale|INV-2781|/Date(1717200000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2766|/Date(1717200000000+0000)/|Unit E|Water Unit E|200|1.0|410.0|410.0|410.0|PAID
Sale|INV-2765|/Date(1717200000000+0000)/|Unit B|Water Unit B|200|1.0|1066.0|1066.0|1066.0|PAID
Sale|INV-2777|/Date(1717200000000+0000)/|Unit F|Water Unit F|200|1.0|2460.0|2460.0|2460.0|PAID
Sale|INV-2749|/Date(1714521600000+0000)/|Unit D|Water Unit D|200|1.0|328.0|328.0|328.0|PAID
Sale|INV-2793|/Date(1719014400000+0000)/|contract Unit A|Rent Unit A|200|3.0|22000.0|66000.0|66000.0|PAID
Sale|INV-2819|/Date(1719792000000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-2820|/Date(1719792000000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-2811|/Date(1719792000000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-2806|/Date(1719792000000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-2805|/Date(1719792000000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
Sale|INV-2802|/Date(1719792000000+0000)/|Unit E|Electricity Unit E||1.0||||PAID
Sale|INV-2804|/Date(1719792000000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-2803|/Date(1719792000000+0000)/|Unit D|Electricity Unit D||1.0||||PAID
Sale|INV-2801|/Date(1719792000000+0000)/|Unit F|Electricity Unit F||1.0||||PAID
Sale|INV-2800|/Date(1719792000000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-2799|/Date(1719792000000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-2798|/Date(1719792000000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-2797|/Date(1719792000000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-2816|/Date(1719792000000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID
Sale|INV-2813|/Date(1719792000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2779|/Date(1717200000000+0000)/|Unit C|Water Unit C|200|1.0|1679.0|1679.0|1679.0|PAID
Sale|INV-2821|/Date(1719792000000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2812|/Date(1719792000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2815|/Date(1719792000000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2795|/Date(1719792000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2782|/Date(1717200000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2817|/Date(1719792000000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2807|/Date(1719792000000+0000)/|Unit E|Water Unit E|200|1.0|410.0|410.0|410.0|PAID
Sale|INV-2818|/Date(1719792000000+0000)/|Unit B|Rent Unit B|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2814|/Date(1719792000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2822|/Date(1722384000000+0000)/|Unit G|Rent Unit G|200|1.0|7000.0|7000.0|7000.0|PAID
Sale|INV-2843|/Date(1722470400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-2842|/Date(1722470400000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-2835|/Date(1722470400000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-2844|/Date(1722470400000+0000)/|Unit D|Electricity Unit D||1.0||||PAID
Sale|INV-2839|/Date(1722470400000+0000)/|Unit F|Electricity Unit F||1.0||||PAID
Sale|INV-2838|/Date(1722470400000+0000)/|Unit E|Electricity Unit E||1.0||||PAID
Sale|INV-2837|/Date(1722470400000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-2836|/Date(1722470400000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
Sale|INV-2809|/Date(1719792000000+0000)/|Unit C|Water Unit C|200|1.0|1804.0|1804.0|1804.0|PAID
Sale|INV-2810|/Date(1719792000000+0000)/|Unit B|Water Unit B|200|1.0|1066.0|1066.0|1066.0|PAID
Sale|INV-2796|/Date(1719792000000+0000)/|Unit F|Water Unit F|200|1.0|2460.0|2460.0|2460.0|PAID
Sale|INV-2849|/Date(1722470400000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2826|/Date(1722470400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2827|/Date(1722470400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2823|/Date(1722470400000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID
Sale|INV-2778|/Date(1717200000000+0000)/|Unit D|Water Unit D|200|1.0|328.0|328.0|328.0|PAID
Sale|INV-2808|/Date(1719792000000+0000)/|Unit D|Water Unit D|200|1.0|246.0|246.0|246.0|PAID
Sale|INV-2794|/Date(1719792000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2848|/Date(1722470400000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2847|/Date(1722470400000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2846|/Date(1722470400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2833|/Date(1722470400000+0000)/|Unit E|Water Unit E|200|1.0|738.0|738.0|738.0|PAID
Sale|INV-2828|/Date(1722470400000+0000)/|Unit F|Dues Unit F||1.0||||PAID
Sale|INV-2824|/Date(1722470400000+0000)/|Unit F|Rent Unit F||1.0||||PAID
Sale|INV-2850|/Date(1722470400000+0000)/|Unit A|Rent Unit A|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2829|/Date(1722470400000+0000)/|Unit A|Water Unit A|200|1.0|738.0|738.0|738.0|PAID
Sale|INV-2825|/Date(1722470400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2831|/Date(1722470400000+0000)/|Unit C|Water Unit C|200|1.0|1968.0|1968.0|1968.0|PAID
Sale|INV-2861|/Date(1725148800000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
Sale|INV-2862|/Date(1725148800000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-2860|/Date(1725148800000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-2859|/Date(1725148800000+0000)/|Unit D|Electricity Unit D||1.0||||PAID
Sale|INV-2858|/Date(1725148800000+0000)/|Unit E|Electricity Unit E||1.0||||PAID
Sale|INV-2857|/Date(1725148800000+0000)/|Unit F|Electricity Unit F||1.0||||PAID
Sale|INV-2841|/Date(1722470400000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|VOIDED
Sale|INV-2840|/Date(1722470400000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|VOIDED
Sale|INV-2873|/Date(1725148800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2868|/Date(1725148800000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID
Sale|INV-2856|/Date(1725148800000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-2855|/Date(1725148800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-2854|/Date(1725148800000+0000)/|Unit G|Water Unit G|200|1.0|204.0|204.0|204.0|PAID
Sale|INV-2853|/Date(1725148800000+0000)/|Unit G|Electricity Unit G|200|1.0|144.0|144.0|144.0|PAID
Sale|INV-2870|/Date(1725148800000+0000)/|Unit F|Dues Unit F||1.0||||PAID
Sale|INV-2845|/Date(1722470400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2869|/Date(1725148800000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2877|/Date(1725148800000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2874|/Date(1725148800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2830|/Date(1722470400000+0000)/|Unit B|Water Unit B|200|1.0|1230.0|1230.0|1230.0|PAID
Sale|INV-2876|/Date(1725148800000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2872|/Date(1725148800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2852|/Date(1725148800000+0000)/|Unit E|Water Unit E|200|1.0|747.0|747.0|747.0|PAID
Sale|INV-2878|/Date(1725148800000+0000)/|Unit A|Rent Unit A|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2875|/Date(1725148800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2866|/Date(1725148800000+0000)/|Unit A|Water Unit A|200|1.0|664.0|664.0|664.0|PAID
Sale|INV-2834|/Date(1722470400000+0000)/|Unit F|Water Unit F||1.0||||PAID
Sale|INV-2867|/Date(1725148800000+0000)/|Unit F|Rent Unit F||1.0||||PAID
Sale|INV-2863|/Date(1725148800000+0000)/|Unit F|Water Unit F||1.0||||PAID
Sale|INV-2900|/Date(1727740800000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID
Sale|INV-2897|/Date(1727740800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2890|/Date(1727740800000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-2889|/Date(1727740800000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
Sale|INV-2888|/Date(1727740800000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-2887|/Date(1727740800000+0000)/|Unit D|Electricity Unit D||1.0||||PAID
Sale|INV-2886|/Date(1727740800000+0000)/|Unit E|Electricity Unit E||1.0||||PAID
Sale|INV-2885|/Date(1727740800000+0000)/|Unit F|Electricity Unit F||1.0||||PAID
Sale|INV-2884|/Date(1727740800000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-2883|/Date(1727740800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-2881|/Date(1727740800000+0000)/|Unit G|Electricity Unit G|200|1.0|144.0|144.0|144.0|PAID
Sale|INV-2882|/Date(1727740800000+0000)/|Unit G|Water Unit G|200|1.0|191.0|191.0|191.0|PAID
Sale|INV-2899|/Date(1727740800000+0000)/|Unit F|Rent Unit F||1.0||||PAID
Sale|INV-2891|/Date(1727740800000+0000)/|Unit F|Water Unit F||1.0||||PAID
Sale|INV-2895|/Date(1727740800000+0000)/|Unit F|Dues Unit F||1.0||||PAID
Sale|INV-2832|/Date(1722470400000+0000)/|Unit D|Water Unit D|200|1.0|332.0|332.0|332.0|PAID
Sale|INV-2865|/Date(1725148800000+0000)/|Unit C|Water Unit C|200|1.0|2075.0|2075.0|2075.0|PAID
Sale|INV-2851|/Date(1725148800000+0000)/|Unit B|Water Unit B|200|1.0|1411.0|1411.0|1411.0|PAID
Sale|INV-2906|/Date(1727740800000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2904|/Date(1727740800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2907|/Date(1711929600000+0000)/|Unit B|Dues Unit B (inv 2709 was 0)|200|1.0|1000.0|1000.0|20000.0|PAID
Sale|INV-2907|/Date(1711929600000+0000)/|Unit B|Rent Unit B (inv 2715 was 0)|200|1.0|19000.0|19000.0|20000.0|PAID
Sale|INV-2871|/Date(1725148800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2902|/Date(1727740800000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2898|/Date(1727740800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2901|/Date(1727740800000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2880|/Date(1727740800000+0000)/|Unit E|Water Unit E|200|1.0|640.0|640.0|640.0|PAID
Sale|INV-2909|/Date(1730332800000+0000)/|Contract Unit F|Rent Unit F|200|1.0|66000.0|66000.0|66000.0|PAID
Sale|INV-2905|/Date(1727740800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2903|/Date(1727740800000+0000)/|Unit A|Rent Unit A|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2894|/Date(1727740800000+0000)/|Unit A|Water Unit A|200|1.0|560.0|560.0|560.0|PAID
Sale|INV-2893|/Date(1727740800000+0000)/|Unit C|Water Unit C|200|1.0|2240.0|2240.0|2240.0|PAID
Sale|INV-2916|/Date(1730419200000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-2915|/Date(1730419200000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-2913|/Date(1730419200000+0000)/|Unit G|Electricity Unit G|200|1.0|240.0|240.0|240.0|PAID
Sale|INV-2908|/Date(1727740800000+0000)/|Unit G|Electricity Unit G|200|1.0|390.0|390.0|390.0|PAID
Sale|INV-2926|/Date(1730419200000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID
Sale|INV-2924|/Date(1730419200000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2914|/Date(1730419200000+0000)/|Unit G|Water Unit G|200|1.0|253.0|253.0|253.0|PAID
Sale|INV-2928|/Date(1730419200000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2879|/Date(1727740800000+0000)/|Unit B|Water Unit B|200|1.0|1360.0|1360.0|1360.0|PAID
Sale|INV-2925|/Date(1730419200000+0000)/|Unit F|Rent Unit F||1.0||||PAID
Sale|INV-2921|/Date(1730419200000+0000)/|Unit F|Dues Unit F||1.0||||PAID
Sale|INV-2864|/Date(1725148800000+0000)/|Unit D|Water Unit D|200|1.0|400.0|400.0|400.0|PAID
Sale|INV-2896|/Date(1727740800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2927|/Date(1730419200000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2910|/Date(1730419200000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2931|/Date(1730419200000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2923|/Date(1730419200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2912|/Date(1730419200000+0000)/|Unit E|Water Unit E|200|1.0|761.0|761.0|761.0|PAID
Sale|INV-2932|/Date(1732665600000+0000)/|jasmin/joel|payment|200|1.0|5000.0|5000.0|5000.0|PAID
Sale|INV-2933|/Date(1732752000000+0000)/|Donna|donna|200|1.0|10000.0|10000.0|10000.0|PAID
Sale|INV-2930|/Date(1730419200000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2929|/Date(1730419200000+0000)/|Unit A|Rent Unit A|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2920|/Date(1730419200000+0000)/|Unit A|Water Unit A|200|1.0|677.2|677.2|677.2|PAID
Sale|INV-2953|/Date(1733011200000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2917|/Date(1730419200000+0000)/|Unit F|Water Unit F|200|1.0|830.0|830.0|830.0|PAID
Sale|INV-2950|/Date(1733011200000+0000)/|Unit F|Rent Unit F|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2945|/Date(1733011200000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2939|/Date(1733011200000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-2940|/Date(1733011200000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-2951|/Date(1733011200000+0000)/|Unit C|Rent Unit C|200|1.0|16500.0|16500.0|16500.0|PAID
Sale|INV-2948|/Date(1733011200000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2919|/Date(1730419200000+0000)/|Unit C|Water Unit C|200|1.0|1946.0|1946.0|1946.0|PAID
Sale|INV-2954|/Date(1733011200000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2911|/Date(1730419200000+0000)/|Unit B|Water Unit B|200|1.0|1439.05|1439.05|1439.05|PAID
Sale|INV-2922|/Date(1730419200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2955|/Date(1733011200000+0000)/|Unit A|Rent Unit A|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2952|/Date(1733011200000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2949|/Date(1733011200000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2947|/Date(1733011200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2892|/Date(1727740800000+0000)/|Unit D|Water Unit D|200|1.0|338.6|338.6|338.6|PAID
Sale|INV-2936|/Date(1733011200000+0000)/|Unit E|Water Unit E|200|1.0|576.73|576.73|576.73|PAID
Sale|INV-2944|/Date(1733011200000+0000)/|Unit A|Water Unit A|200|1.0|906.0|906.0|906.0|PAID
Sale|INV-2941|/Date(1733011200000+0000)/|Unit F|Water Unit F|200|1.0|2059.0|2059.0|2059.0|PAID
Sale|INV-2938|/Date(1733011200000+0000)/|Unit G|Water Unit G|200|1.0|253.0|253.0|253.0|PAID
Sale|INV-2937|/Date(1733011200000+0000)/|Unit G|Electricity Unit G|200|1.0|575.0|575.0|575.0|PAID
Sale|INV-2918|/Date(1730419200000+0000)/|Unit D|Water Unit D|200|1.0|247.0|247.0|247.0|PAID
Sale|INV-2935|/Date(1733011200000+0000)/|Unit B|Water Unit B|200|1.0|1483.0|1483.0|1483.0|PAID
Sale|INV-2934|/Date(1733011200000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2973|/Date(1735689600000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2976|/Date(1735689600000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2971|/Date(1735689600000+0000)/|Unit C|Rent Unit C|200|1.0|18000.0|18000.0|18000.0|PAID
Sale|INV-2959|/Date(1735689600000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-2958|/Date(1735689600000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-2943|/Date(1733011200000+0000)/|Unit C|Water Unit C|200|1.0|1812.0|1812.0|1812.0|PAID
Sale|INV-2972|/Date(1735689600000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2946|/Date(1733011200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2977|/Date(1735689600000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2975|/Date(1735689600000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2969|/Date(1735689600000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2961|/Date(1735689600000+0000)/|Unit E|Water Unit E|200|1.0|832.0|832.0|832.0|PAID
Sale|INV-2957|/Date(1735689600000+0000)/|Unit G|Water Unit G|200|1.0|208.0|208.0|208.0|PAID
Sale|INV-2956|/Date(1735689600000+0000)/|Unit G|Electricity Unit G|200|1.0|416.0|416.0|416.0|PAID
Sale|INV-2968|/Date(1735689600000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2966|/Date(1735689600000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2970|/Date(1735689600000+0000)/|Unit F|Rent Unit F|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2942|/Date(1733011200000+0000)/|Unit D|Water Unit D|200|1.0|832.0|832.0|832.0|PAID
Sale|INV-2974|/Date(1735689600000+0000)/|Unit A|Rent Unit A|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2965|/Date(1735689600000+0000)/|Unit A|Water Unit A|200|1.0|832.0|832.0|832.0|PAID
Sale|INV-2960|/Date(1735689600000+0000)/|Unit F|Water Unit F|200|1.0|2808.0|2808.0|2808.0|PAID
Sale|INV-2983|/Date(1738368000000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-2982|/Date(1738368000000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-2993|/Date(1738368000000+0000)/|Unit C|Rent Unit C|200|1.0|18000.0|18000.0|18000.0|PAID
Sale|INV-2990|/Date(1738368000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2992|/Date(1738368000000+0000)/|Unit F|Rent Unit F|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2988|/Date(1738368000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2963|/Date(1735689600000+0000)/|Unit C|Water Unit C|200|1.0|2288.0|2288.0|2288.0|PAID
Sale|INV-2967|/Date(1735689600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2962|/Date(1735689600000+0000)/|Unit D|Water Unit D|200|1.0|932.0|932.0|932.0|PAID
Sale|INV-2999|/Date(1738368000000+0000)/|Unit D|Rent Unit D|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2997|/Date(1738368000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2994|/Date(1738368000000+0000)/|Unit E|Rent Unit E|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-2979|/Date(1738368000000+0000)/|Unit E|Water Unit E|200|1.0|832.0|832.0|832.0|PAID
Sale|INV-2984|/Date(1738368000000+0000)/|Unit F|Water Unit F|200|1.0|3210.0|3210.0|3210.0|PAID
Sale|INV-2996|/Date(1738368000000+0000)/|Unit A|Rent Unit A|200|1.0|21000.0|21000.0|21000.0|PAID
Sale|INV-2998|/Date(1738368000000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2995|/Date(1738368000000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID
